station_id,historical_occupancy_rate,historical_availability_rate,historical_avg_wait,station_reliability,total_connectors,reliability_score,confidence_score
103606,0.3458333333333333,0.6444444444444445,5.069444444444445,0.9902777777777778,1,0.872,0.922
103609,0.3430555555555555,0.6347222222222222,4.731944444444444,0.9777777777777776,1,0.864,0.922
103611,0.3527777777777778,0.6152777777777778,5.025,0.9680555555555556,1,0.854,0.922
103612,0.3430555555555555,0.6430555555555556,5.070833333333334,0.9861111111111112,1,0.87,0.922
103613,0.3694444444444444,0.6180555555555556,5.129166666666666,0.9875,1,0.862,0.922
103614,0.3527777777777778,0.6388888888888888,5.201388888888889,0.9916666666666668,1,0.871,0.922
103616,0.3527777777777778,0.6208333333333333,4.833333333333333,0.9736111111111112,1,0.858,0.922
103746,0.35,0.6347222222222222,2.7125,0.9847222222222224,2,0.867,0.922
107668,0.3708333333333333,0.6138888888888889,5.4375,0.9847222222222224,1,0.86,0.922
173082,0.3444444444444444,0.6388888888888888,4.6125,0.9833333333333332,1,0.868,0.922
216992,0.3333333333333333,0.6388888888888888,4.9944444444444445,0.9722222222222222,1,0.864,0.922
308731,0.3545138888888889,0.6246527777777777,0.9986111111111112,0.9791666666666666,4,0.861,0.922
308757,0.3583333333333333,0.625,4.977777777777778,0.9833333333333332,1,0.863,0.922
308799,0.3319444444444444,0.6458333333333334,2.0791666666666666,0.9777777777777776,2,0.868,0.922
308800,0.3476851851851851,0.6328703703703703,1.5583333333333331,0.9805555555555556,3,0.865,0.922
308801,0.3388888888888889,0.6347222222222222,2.4319444444444445,0.9736111111111112,2,0.863,0.922
308802,0.3513888888888888,0.6277777777777778,5.063888888888889,0.9791666666666666,1,0.862,0.922
308803,0.3736111111111111,0.6166666666666667,5.438888888888889,0.9902777777777778,1,0.862,0.922
308804,0.3708333333333333,0.6069444444444444,5.55,0.9777777777777776,1,0.855,0.922
308805,0.3361111111111111,0.6444444444444445,4.895833333333333,0.9805555555555556,1,0.869,0.922
308806,0.3722222222222222,0.6027777777777777,5.256944444444445,0.975,1,0.852,0.922
308807,0.3986111111111111,0.575,5.402777777777778,0.9736111111111112,1,0.842,0.922
308809,0.3409722222222222,0.6506944444444445,2.3222222222222224,0.9916666666666668,2,0.875,0.922
308810,0.3534722222222222,0.6284722222222222,2.680555555555556,0.9819444444444444,2,0.864,0.922
308891,0.3435185185185185,0.6356481481481481,1.3722222222222222,0.9791666666666666,3,0.865,0.922
309097,0.3236111111111111,0.6625,4.693055555555556,0.9861111111111112,1,0.877,0.922
309098,0.3375,0.6458333333333334,4.886111111111111,0.9833333333333332,1,0.87,0.922
309099,0.3708333333333333,0.6097222222222223,4.968055555555556,0.9805555555555556,1,0.857,0.922
309189,0.3631944444444444,0.6229166666666667,2.459722222222222,0.9861111111111112,2,0.863,0.922
309266,0.3444444444444444,0.6416666666666667,4.891666666666667,0.9861111111111112,1,0.87,0.922
309267,0.3486111111111111,0.6263888888888889,5.083333333333333,0.975,1,0.86,0.922
309268,0.3430555555555555,0.6402777777777777,4.926388888888889,0.9833333333333332,1,0.868,0.922
309269,0.3444444444444444,0.6347222222222222,4.769444444444445,0.9791666666666666,1,0.865,0.922
309270,0.3430555555555555,0.6416666666666667,4.863888888888889,0.9847222222222224,1,0.869,0.922
309271,0.3506944444444444,0.6326388888888889,1.0638888888888889,0.9833333333333332,4,0.866,0.922
309272,0.3708333333333333,0.5986111111111111,2.901388888888889,0.9694444444444444,2,0.849,0.922
309273,0.3333333333333333,0.6472222222222223,4.776388888888889,0.9805555555555556,1,0.87,0.922
309274,0.3166666666666666,0.6569444444444444,4.675,0.9736111111111112,1,0.871,0.922
309285,0.3606481481481481,0.6254629629629629,1.5791666666666666,0.9861111111111112,3,0.864,0.922
309293,0.3777777777777777,0.5986111111111111,5.456944444444445,0.9763888888888888,1,0.851,0.922
309294,0.3645833333333333,0.6131944444444445,2.8194444444444446,0.9777777777777776,2,0.857,0.922
309295,0.3583333333333333,0.625,2.686111111111111,0.9833333333333332,2,0.863,0.922
309296,0.3631944444444444,0.6173611111111111,2.576388888888889,0.9805555555555556,2,0.859,0.922
309297,0.3444444444444444,0.6388888888888888,4.881944444444445,0.9833333333333332,1,0.868,0.922
309299,0.3638888888888889,0.6041666666666666,5.273611111111111,0.9680555555555556,1,0.85,0.922
309319,0.3875,0.5958333333333333,5.5152777777777775,0.9833333333333332,1,0.853,0.922
309320,0.3527777777777778,0.6319444444444444,2.772222222222222,0.9847222222222224,2,0.866,0.922
309351,0.35,0.6277777777777778,4.775,0.9777777777777776,1,0.862,0.922
472508,0.3708333333333333,0.6138888888888889,5.309722222222222,0.9847222222222224,1,0.86,0.922
480741,0.3513888888888888,0.6361111111111111,5.040277777777778,0.9875,1,0.868,0.922
